date,time,day,station,code,min_delay,min_gap,bound,line,vehicle,code_desc,station_clean,code_red
2022-01-31T00:00:00Z,20:03,Monday,EGLINTON STATION,MUIR,0,0,NA,YU,0,Injured or ill Customer (On Train) - Medical Aid Refused,EGLINTON,Injured
2022-01-31T00:00:00Z,20:51,Monday,FINCH STATION,TUNOA,5,10,S,YU,0,No Operator Immediately Available,FINCH,No Operator
2022-01-31T00:00:00Z,20:55,Monday,VAUGHAN MC STATION,MUSAN,5,10,S,YU,6121,Unsanitary Vehicle,VAUGHAN,Unsanitary
2022-01-31T00:00:00Z,21:45,Monday,FINCH STATION,TUNOA,5,10,S,YU,0,No Operator Immediately Available,FINCH,No Operator
2022-01-31T00:00:00Z,21:58,Monday,KENNEDY BD STATION,MUO,7,14,W,BD,5096,Miscellaneous Other,KENNEDY,Miscellaneous
2022-01-31T00:00:00Z,22:27,Monday,KEELE STATION,MUD,3,10,W,BD,5089,Door Problems - Passenger Related,KEELE,Door
2022-01-31T00:00:00Z,22:44,Monday,WOODBINE STATION,SUDP,0,0,W,BD,5128,Disorderly Patron,WOODBINE,Disorderly
2022-01-31T00:00:00Z,22:58,Monday,JANE STATION,SUDP,6,13,E,BD,5121,Disorderly Patron,JANE,Disorderly
2022-01-31T00:00:00Z,23:05,Monday,JANE STATION,SUDP,0,0,W,BD,5222,Disorderly Patron,JANE,Disorderly
2022-01-31T00:00:00Z,23:48,Monday,COXWELL STATION,SUDP,0,0,E,BD,5011,Disorderly Patron,COXWELL,Disorderly
2022-01-31T00:00:00Z,23:50,Monday,YORK MILLS STATION,TUOS,8,13,N,YU,6041,Operator Overshot Platform,YORK,Operator Overshot
2022-01-31T00:00:00Z,01:04,Monday,YONGE BD STATION,MUIRS,0,0,NA,BD,0,Injured or ill Customer (In Station) - Medical Aid Refused,YONGE,Injured
2022-01-31T00:00:00Z,01:19,Monday,DUFFERIN STATION,MUIS,0,0,NA,BD,0,Injured or ill Customer (In Station) - Transported,DUFFERIN,Injured
2022-01-31T00:00:00Z,01:31,Monday,EGLINTON STATION,MUIRS,0,0,NA,YU,0,Injured or ill Customer (In Station) - Medical Aid Refused,EGLINTON,Injured
2022-02-01T00:00:00Z,02:26,Tuesday,FINCH STATION,MUIS,0,0,NA,YU,0,Injured or ill Customer (In Station) - Transported,FINCH,Injured
2022-02-01T00:00:00Z,11:19,Tuesday,KENNEDY SRT STATION,SRUT,8,14,S,SRT,3004,Unauthorized at Track Level,KENNEDY,Unauthorized
2022-02-01T00:00:00Z,16:00,Tuesday,MCCOWAN STATION,ERHV,5,10,N,SRT,3007,High Voltage,MCCOWAN,High
2022-02-01T00:00:00Z,05:51,Tuesday,WILSON STATION,PUOPO,7,10,S,YU,5711,OPTO (COMMS) Train Door Monitoring,WILSON,OPTO
2022-02-01T00:00:00Z,18:45,Tuesday,SCARBOROUGH RAPID TRAN,TRST,0,0,NA,SRT,0,Storm Trains,SCARBOROUGH,Storm
2022-02-01T00:00:00Z,05:59,Tuesday,YORKDALE STATION,PUOPO,5,8,S,YU,5711,OPTO (COMMS) Train Door Monitoring,YORKDALE,OPTO
2022-02-01T00:00:00Z,22:00,Tuesday,LAWRENCE EAST TO KENNE,MRO,0,0,NA,SRT,0,Miscellaneous Other,LAWRENCE,Miscellaneous
2022-02-01T00:00:00Z,06:03,Tuesday,WILSON STATION,PUOPO,3,6,S,YU,5686,OPTO (COMMS) Train Door Monitoring,WILSON,OPTO
2022-02-01T00:00:00Z,09:30,Tuesday,WELLESLEY STATION,MUPAA,0,0,S,YU,5506,Passenger Assistance Alarm Activated - No Trouble Found,WELLESLEY,Passenger
2022-02-01T00:00:00Z,10:45,Tuesday,YORKDALE STATION,PUOPO,3,6,N,YU,5846,OPTO (COMMS) Train Door Monitoring,YORKDALE,OPTO
2022-02-01T00:00:00Z,10:57,Tuesday,YORKDALE STATION,PUOPO,0,0,S,YU,5521,OPTO (COMMS) Train Door Monitoring,YORKDALE,OPTO
2022-02-01T00:00:00Z,10:59,Tuesday,DUNDAS STATION,SUUT,0,0,N,YU,0,Unauthorized at Track Level,DUNDAS,Unauthorized
2022-02-01T00:00:00Z,11:02,Tuesday,ST GEORGE YUS STATION,SUDP,3,6,S,YU,5501,Disorderly Patron,ST GEORGE,Disorderly
2022-02-01T00:00:00Z,11:05,Tuesday,YORKDALE STATION,PUOPO,0,0,N,YU,5516,OPTO (COMMS) Train Door Monitoring,YORKDALE,OPTO
2022-02-01T00:00:00Z,11:19,Tuesday,YORKDALE STATION,PUOPO,3,6,N,YU,5516,OPTO (COMMS) Train Door Monitoring,YORKDALE,OPTO
2022-02-01T00:00:00Z,11:29,Tuesday,YORKDALE STATION,PUOPO,5,8,N,YU,5606,OPTO (COMMS) Train Door Monitoring,YORKDALE,OPTO
2022-02-01T00:00:00Z,11:39,Tuesday,YORKDALE STATION,PUOPO,0,0,N,YU,6051,OPTO (COMMS) Train Door Monitoring,YORKDALE,OPTO
2022-02-01T00:00:00Z,12:01,Tuesday,QUEEN STATION,SUEAS,7,10,N,YU,5936,Emergency Alarm Station Activation,QUEEN,Emergency
2022-02-01T00:00:00Z,12:22,Tuesday,ROYAL YORK STATION,MUSC,3,7,W,BD,5198,Miscellaneous Speed Control,ROYAL,Miscellaneous
2022-02-01T00:00:00Z,12:51,Tuesday,OLD MILL STATION,MUIRS,0,0,W,BD,5173,Injured or ill Customer (In Station) - Medical Aid Refused,OLD,Injured
2022-02-01T00:00:00Z,12:52,Tuesday,OLD MILL STATION,TUMVS,4,8,W,BD,5268,Operator Violated Signal,OLD,Operator Violated
2022-02-01T00:00:00Z,12:57,Tuesday,NORTH YORK CTR STATION,EUDO,5,8,S,YU,5816,Door Problems - Faulty Equipment,NORTH,Door
2022-02-01T00:00:00Z,12:59,Tuesday,DUNDAS WEST STATION,MUDD,8,12,W,BD,5299,Door Problems - Debris Related,DUNDAS,Door
2022-02-01T00:00:00Z,13:01,Tuesday,KIPLING STATION,TUO,4,8,E,BD,5268,Transportation Department - Other,KIPLING,Transportation
2022-02-01T00:00:00Z,13:15,Tuesday,COXWELL STATION,SUDP,4,8,E,BD,5100,Disorderly Patron,COXWELL,Disorderly
2022-02-01T00:00:00Z,13:23,Tuesday,WARDEN STATION,MUIS,0,0,NA,BD,0,Injured or ill Customer (In Station) - Transported,WARDEN,Injured
2022-02-01T00:00:00Z,14:28,Tuesday,RUNNYMEDE STATION,PUMEL,0,0,NA,BD,0,Escalator/Elevator Incident,RUNNYMEDE,Escalator/Elevator
2022-02-01T00:00:00Z,14:39,Tuesday,SPADINA BD STATION,MUIS,0,0,NA,BD,0,Injured or ill Customer (In Station) - Transported,SPADINA,Injured
2022-02-01T00:00:00Z,16:14,Tuesday,ISLINGTON STATION,MUIS,0,0,NA,BD,0,Injured or ill Customer (In Station) - Transported,ISLINGTON,Injured
2022-02-01T00:00:00Z,16:15,Tuesday,BLOOR STATION,MUATC,0,0,N,YU,6071,ATC Project,BLOOR,ATC
2022-02-01T00:00:00Z,17:14,Tuesday,SHERBOURNE STATION,MUI,4,8,E,BD,5218,Injured or ill Customer (On Train) - Transported,SHERBOURNE,Injured
2022-02-01T00:00:00Z,17:51,Tuesday,CHRISTIE STATION,SUDP,26,30,E,BD,5270,Disorderly Patron,CHRISTIE,Disorderly
2022-02-01T00:00:00Z,17:55,Tuesday,WELLESLEY STATION,MUDD,6,9,N,YU,6056,Door Problems - Debris Related,WELLESLEY,Door
2022-02-01T00:00:00Z,18:08,Tuesday,OSSINGTON STATION,MUI,19,23,E,BD,5279,Injured or ill Customer (On Train) - Transported,OSSINGTON,Injured
2022-02-01T00:00:00Z,19:00,Tuesday,LAWRENCE STATION,SUDP,0,0,S,YU,5676,Disorderly Patron,LAWRENCE,Disorderly
2022-02-01T00:00:00Z,19:00,Tuesday,YONGE UNIVERSITY LINE,TUST,0,0,B,YU,0,Storm Trains,YONGE,Storm
2022-02-01T00:00:00Z,19:40,Tuesday,BLOOR STATION,SUO,0,0,S,YU,5691,Passenger Other,BLOOR,Passenger
2022-02-01T00:00:00Z,19:41,Tuesday,COLLEGE STATION,MUPAA,0,0,S,YU,5461,Passenger Assistance Alarm Activated - No Trouble Found,COLLEGE,Passenger
2022-02-01T00:00:00Z,19:43,Tuesday,YONGE BD STATION,SUDP,0,0,E,BD,5110,Disorderly Patron,YONGE,Disorderly
2022-02-01T00:00:00Z,19:47,Tuesday,ISLINGTON STATION,SUDP,0,0,E,BD,5077,Disorderly Patron,ISLINGTON,Disorderly
2022-02-01T00:00:00Z,20:06,Tuesday,DOWNSVIEW PARK STATION,SUDP,3,6,N,YU,5581,Disorderly Patron,DOWNSVIEW,Disorderly
2022-02-01T00:00:00Z,20:10,Tuesday,SHERBOURNE STATION,MUPAA,0,0,W,BD,5273,Passenger Assistance Alarm Activated - No Trouble Found,SHERBOURNE,Passenger
2022-02-01T00:00:00Z,20:13,Tuesday,DAVISVILLE STATION,MUIRS,0,0,NA,YU,0,Injured or ill Customer (In Station) - Medical Aid Refused,DAVISVILLE,Injured
2022-02-01T00:00:00Z,20:13,Tuesday,ST GEORGE YUS STATION,MUIRS,0,0,NA,YU,0,Injured or ill Customer (In Station) - Medical Aid Refused,ST GEORGE,Injured
2022-02-01T00:00:00Z,20:13,Tuesday,YORK MILLS STATION,EUSC,0,0,N,YU,5721,Speed Control Equipment,YORK,Speed
2022-02-01T00:00:00Z,20:51,Tuesday,QUEEN STATION,SUUT,5,8,N,YU,5641,Unauthorized at Track Level,QUEEN,Unauthorized
2022-02-01T00:00:00Z,20:51,Tuesday,FINCH STATION,PUSTS,18,21,S,YU,5546,Signals - Train Stops,FINCH,Signals
2022-02-01T00:00:00Z,20:53,Tuesday,KING STATION,MUPAA,0,0,S,YU,5496,Passenger Assistance Alarm Activated - No Trouble Found,KING,Passenger
2022-02-01T00:00:00Z,20:58,Tuesday,EGLINTON STATION (MIGR,MUATC,3,6,S,YU,5736,ATC Project,EGLINTON,ATC
2022-02-01T00:00:00Z,21:10,Tuesday,SPADINA YUS STATION,PUOPO,0,0,S,YU,5966,OPTO (COMMS) Train Door Monitoring,SPADINA,OPTO
2022-02-01T00:00:00Z,21:16,Tuesday,FINCH WEST STATION,EUDO,0,0,S,YU,5786,Door Problems - Faulty Equipment,FINCH,Door
2022-02-01T00:00:00Z,21:21,Tuesday,DOWNSVIEW PARK STATION,EUDO,0,0,S,YU,5786,Door Problems - Faulty Equipment,DOWNSVIEW,Door
2022-02-01T00:00:00Z,22:02,Tuesday,DUFFERIN STATION,SUDP,0,0,E,BD,5091,Disorderly Patron,DUFFERIN,Disorderly
2022-02-01T00:00:00Z,22:09,Tuesday,ROSEDALE STATION,EUDO,10,15,N,YU,5786,Door Problems - Faulty Equipment,ROSEDALE,Door
2022-02-01T00:00:00Z,22:33,Tuesday,DUFFERIN STATION,SUO,0,0,W,BD,5049,Passenger Other,DUFFERIN,Passenger
2022-02-01T00:00:00Z,23:10,Tuesday,SHEPPARD STATION,EUBK,5,10,S,YU,5721,Brakes,SHEPPARD,Brakes
2022-02-01T00:00:00Z,01:18,Tuesday,ST ANDREW STATION,MUPAA,3,8,N,YU,5996,Passenger Assistance Alarm Activated - No Trouble Found,ST ANDREW,Passenger
2022-02-01T00:00:00Z,01:37,Tuesday,FINCH STATION,MUIS,0,0,NA,YU,0,Injured or ill Customer (In Station) - Transported,FINCH,Injured
2022-02-01T00:00:00Z,01:57,Tuesday,FINCH STATION,SUDP,0,0,NA,YU,0,Disorderly Patron,FINCH,Disorderly
2022-02-01T00:00:00Z,13:19,Tuesday,BESSARION STATION,MUSAN,4,9,E,SHP,6145,Unsanitary Vehicle,BESSARION,Unsanitary
2022-02-02T00:00:00Z,02:18,Wednesday,JANE STATION,MUIS,0,0,NA,BD,0,Injured or ill Customer (In Station) - Transported,JANE,Injured
2022-02-02T00:00:00Z,02:51,Wednesday,MCCOWAN CARHOUSE,ERO,0,0,NA,SRT,3006,RC&S Other,MCCOWAN,RC&S
2022-02-02T00:00:00Z,05:45,Wednesday,SCARBOROUGH RAPID TRAN,MRWEA,0,0,NA,SRT,0,Weather Reports / Related Delays,SCARBOROUGH,Weather
2022-02-02T00:00:00Z,02:32,Wednesday,VAUGHAN MC STATION,MUIR,0,0,S,YU,5766,Injured or ill Customer (On Train) - Medical Aid Refused,VAUGHAN,Injured
2022-02-02T00:00:00Z,09:23,Wednesday,MIDLAND STATION,MRPLB,0,0,N,SRT,3015,Fire/Smoke Plan B,MIDLAND,Fire/Smoke
2022-02-02T00:00:00Z,02:38,Wednesday,VAUGHAN MC STATION,MUI,0,0,NA,YU,5511,Injured or ill Customer (On Train) - Transported,VAUGHAN,Injured
2022-02-02T00:00:00Z,02:50,Wednesday,BLOOR DANFORTH LINE,TUST,0,0,NA,BD,0,Storm Trains,BLOOR,Storm
2022-02-02T00:00:00Z,11:17,Wednesday,MCCOWAN STATION,MRPLA,0,0,S,SRT,3105,Fire/Smoke Plan A,MCCOWAN,Fire/Smoke
2022-02-02T00:00:00Z,21:06,Wednesday,SCARBOROUGH CTR STATIO,TRNCA,0,0,NA,SRT,0,NA,SCARBOROUGH,NA
2022-02-02T00:00:00Z,03:00,Wednesday,YONGE UNIVERSITY LINE,TUST,0,0,NA,YU,0,Storm Trains,YONGE,Storm
2022-02-02T00:00:00Z,05:42,Wednesday,YORK MILLS STATION,PUTO,4,0,N,YU,5491,T&S Other,YORK,T&S
2022-02-02T00:00:00Z,08:08,Wednesday,EGLINTON STATION (MIGR,MUATC,5,8,S,YU,5761,ATC Project,EGLINTON,ATC
2022-02-02T00:00:00Z,08:13,Wednesday,QUEEN STATION,MUIRS,0,0,NA,YU,0,Injured or ill Customer (In Station) - Medical Aid Refused,QUEEN,Injured
2022-02-02T00:00:00Z,08:23,Wednesday,LAWRENCE WEST STATION,PUOPO,0,0,N,YU,5626,OPTO (COMMS) Train Door Monitoring,LAWRENCE,OPTO
2022-02-02T00:00:00Z,08:25,Wednesday,DAVISVILLE STATION,MUSAN,4,7,N,YU,6031,Unsanitary Vehicle,DAVISVILLE,Unsanitary
2022-02-02T00:00:00Z,08:35,Wednesday,YORKDALE STATION,PUOPO,4,7,N,YU,5706,OPTO (COMMS) Train Door Monitoring,YORKDALE,OPTO
2022-02-02T00:00:00Z,08:36,Wednesday,YORKDALE STATION,PUOPO,3,6,S,YU,5411,OPTO (COMMS) Train Door Monitoring,YORKDALE,OPTO
2022-02-02T00:00:00Z,08:41,Wednesday,WILSON STATION,PUOPO,3,6,N,YU,5706,OPTO (COMMS) Train Door Monitoring,WILSON,OPTO
2022-02-02T00:00:00Z,08:42,Wednesday,ST CLAIR STATION,MUIS,0,0,NA,YU,0,Injured or ill Customer (In Station) - Transported,ST CLAIR,Injured
2022-02-02T00:00:00Z,09:01,Wednesday,BLOOR STATION,SUDP,0,0,N,YU,5751,Disorderly Patron,BLOOR,Disorderly
2022-02-02T00:00:00Z,09:28,Wednesday,DONLANDS STATION,EUSC,0,0,W,BD,5291,Speed Control Equipment,DONLANDS,Speed
2022-02-02T00:00:00Z,09:29,Wednesday,DUNDAS STATION,MUIS,0,0,NA,YU,0,Injured or ill Customer (In Station) - Transported,DUNDAS,Injured
2022-02-02T00:00:00Z,09:52,Wednesday,KEELE STATION,EUSC,3,7,W,BD,5291,Speed Control Equipment,KEELE,Speed
2022-02-02T00:00:00Z,09:56,Wednesday,RUNNYMEDE STATION,EUSC,0,0,W,BD,5291,Speed Control Equipment,RUNNYMEDE,Speed
2022-02-02T00:00:00Z,10:41,Wednesday,ST ANDREW STATION,PUMST,0,0,NA,YU,0,Station Stairway Incident,ST ANDREW,Station
2022-02-02T00:00:00Z,12:00,Wednesday,BLOOR DANFORTH LINE,TUST,0,0,NA,BD,0,Storm Trains,BLOOR,Storm
2022-02-02T00:00:00Z,12:07,Wednesday,CASTLE FRANK STATION,SUBT,69,73,W,BD,5268,Bomb Threat,CASTLE,Bomb
2022-02-02T00:00:00Z,12:21,Wednesday,BLOOR STATION,SUPOL,0,0,N,YU,6021,Held By Polce - Non-TTC Related,BLOOR,Held
2022-02-02T00:00:00Z,12:36,Wednesday,YONGE-UNIVERSITY SUBWA,TUST,0,0,NA,YU,0,Storm Trains,YONGE-UNIVERSITY,Storm
2022-02-02T00:00:00Z,13:26,Wednesday,COXWELL STATION,EUNT,4,8,W,BD,5227,Equipment - No Trouble Found,COXWELL,Equipment
2022-02-02T00:00:00Z,13:29,Wednesday,OLD MILL STATION,MUPLB,51,55,W,BD,5291,Fire/Smoke Plan B - Source TTC,OLD,Fire/Smoke
2022-02-02T00:00:00Z,14:54,Wednesday,COXWELL STATION,TUNOA,5,9,E,BD,0,No Operator Immediately Available,COXWELL,No Operator
2022-02-02T00:00:00Z,17:47,Wednesday,VAUGHAN MC STATION,TUOPO,3,6,S,YU,6111,OPTO Operator Related,VAUGHAN,OPTO
2022-02-02T00:00:00Z,17:57,Wednesday,OSSINGTON STATION,SUAP,4,8,W,BD,5279,Assault / Patron Involved,OSSINGTON,Assault
2022-02-02T00:00:00Z,17:58,Wednesday,SHEPPARD WEST STATION,MUTO,4,7,S,YU,5811,Misc. Transportation Other - Employee Non-Chargeable,SHEPPARD,Misc.
2022-02-02T00:00:00Z,18:17,Wednesday,WARDEN STATION,MUPLB,96,100,W,BD,5084,Fire/Smoke Plan B - Source TTC,WARDEN,Fire/Smoke
2022-02-02T00:00:00Z,18:26,Wednesday,FINCH STATION,MUWR,3,6,S,YU,5606,Work Refusal,FINCH,Work
2022-02-02T00:00:00Z,19:29,Wednesday,LAWRENCE WEST STATION,PUOPO,4,7,N,YU,5381,OPTO (COMMS) Train Door Monitoring,LAWRENCE,OPTO
2022-02-02T00:00:00Z,19:43,Wednesday,LAWRENCE WEST STATION,PUOPO,4,7,N,YU,5576,OPTO (COMMS) Train Door Monitoring,LAWRENCE,OPTO
2022-02-02T00:00:00Z,19:46,Wednesday,KENNEDY BD STATION,SUUT,0,0,W,BD,5204,Unauthorized at Track Level,KENNEDY,Unauthorized
2022-02-02T00:00:00Z,19:54,Wednesday,LAWRENCE WEST STATION,PUOPO,3,6,N,YU,5741,OPTO (COMMS) Train Door Monitoring,LAWRENCE,OPTO
2022-02-02T00:00:00Z,20:35,Wednesday,LAWRENCE WEST STATION,SUAP,49,52,S,YU,5536,Assault / Patron Involved,LAWRENCE,Assault
2022-02-02T00:00:00Z,20:38,Wednesday,KING STATION,MUPR1,32,35,S,YU,5611,Priority One - Train in Contact With Person,KING,Priority
2022-02-02T00:00:00Z,20:48,Wednesday,KENNEDY BD STATION,SUUT,0,0,W,BD,5209,Unauthorized at Track Level,KENNEDY,Unauthorized
2022-02-02T00:00:00Z,20:50,Wednesday,OSSINGTON STATION,MUI,15,22,W,BD,5291,Injured or ill Customer (On Train) - Transported,OSSINGTON,Injured
2022-02-02T00:00:00Z,20:50,Wednesday,CASTLE FRANK STATION,SUDP,4,11,W,BD,5302,Disorderly Patron,CASTLE,Disorderly
2022-02-02T00:00:00Z,21:05,Wednesday,WELLESLEY STATION,SUDP,0,0,NA,YU,0,Disorderly Patron,WELLESLEY,Disorderly
2022-02-02T00:00:00Z,21:42,Wednesday,COLLEGE STATION,MUIR,5,8,S,YU,5521,Injured or ill Customer (On Train) - Medical Aid Refused,COLLEGE,Injured
2022-02-02T00:00:00Z,21:58,Wednesday,KEELE STATION,PUSTC,3,7,E,BD,5187,Signals - Track Circuit Problems,KEELE,Signals
2022-02-02T00:00:00Z,22:00,Wednesday,BATHURST STATION,MUIS,0,0,NA,BD,0,Injured or ill Customer (In Station) - Transported,BATHURST,Injured
2022-02-02T00:00:00Z,22:21,Wednesday,LAWRENCE WEST STATION,PUOPO,6,9,N,YU,5631,OPTO (COMMS) Train Door Monitoring,LAWRENCE,OPTO
2022-02-02T00:00:00Z,22:33,Wednesday,LAWRENCE WEST STATION,PUOPO,8,13,N,YU,6096,OPTO (COMMS) Train Door Monitoring,LAWRENCE,OPTO
2022-02-02T00:00:00Z,22:46,Wednesday,FINCH STATION,TUMVS,15,20,N,YU,5986,Operator Violated Signal,FINCH,Operator Violated
2022-02-02T00:00:00Z,22:57,Wednesday,VAUGHAN MC STATION,MUIE,0,0,S,YU,5601,Injured Employee,VAUGHAN,Injured
2022-02-02T00:00:00Z,23:02,Wednesday,SHEPPARD STATION,PUTDN,8,13,S,YU,5443,Debris At Track Level - Uncontrollable,SHEPPARD,Debris
2022-02-02T00:00:00Z,23:10,Wednesday,YORK MILLS STATION,MUO,3,8,S,YU,5443,Miscellaneous Other,YORK,Miscellaneous
2022-02-02T00:00:00Z,23:20,Wednesday,ROYAL YORK STATION,MUPAA,4,11,E,BD,5054,Passenger Assistance Alarm Activated - No Trouble Found,ROYAL,Passenger
2022-02-02T00:00:00Z,23:23,Wednesday,FINCH STATION,MUSC,3,8,S,YU,5541,Miscellaneous Speed Control,FINCH,Miscellaneous
2022-02-02T00:00:00Z,23:27,Wednesday,WARDEN STATION,SUO,18,25,E,BD,5091,Passenger Other,WARDEN,Passenger
2022-02-02T00:00:00Z,23:54,Wednesday,KENNEDY BD STATION,SUUT,0,0,E,BD,5091,Unauthorized at Track Level,KENNEDY,Unauthorized
2022-02-02T00:00:00Z,23:54,Wednesday,WILSON STATION,MUATC,10,15,S,YU,5666,ATC Project,WILSON,ATC
2022-02-02T00:00:00Z,01:30,Wednesday,YORK UNIVERSITY STATIO,MUIS,0,0,NA,YU,0,Injured or ill Customer (In Station) - Transported,YORK,Injured
2022-02-02T00:00:00Z,01:58,Wednesday,BLOOR STATION,MUIS,0,0,NA,YU,0,Injured or ill Customer (In Station) - Transported,BLOOR,Injured
2022-02-02T00:00:00Z,02:20,Wednesday,DON MILLS STATION,TUMVS,3,0,E,SHP,6181,Operator Violated Signal,DON,Operator Violated
2022-02-02T00:00:00Z,02:25,Wednesday,DON MILLS STATION,TUO,20,0,W,SHP,6186,Transportation Department - Other,DON,Transportation
2022-02-03T00:00:00Z,02:00,Thursday,BLOOR DANFORTH LINE,TUML,0,0,NA,BD,0,Mainline Storage,BLOOR,Mainline
2022-02-03T00:00:00Z,05:45,Thursday,SCARBOROUGH RAPID TRAN,MRWEA,0,0,NA,SRT,0,Weather Reports / Related Delays,SCARBOROUGH,Weather
2022-02-03T00:00:00Z,02:15,Thursday,BLOOR DANFORTH LINE,TUST,0,0,NA,BD,0,Storm Trains,BLOOR,Storm
2022-02-03T00:00:00Z,03:00,Thursday,YONGE/UNIVERSITY AND B,TUML,0,0,NA,YU,0,Mainline Storage,YONGE/UNIVERSITY,Mainline
2022-02-03T00:00:00Z,05:41,Thursday,GREENWOOD STATION,TUML,5,0,E,BD,5086,Mainline Storage,GREENWOOD,Mainline
2022-02-03T00:00:00Z,05:54,Thursday,UNION STATION,TUML,9,0,N,YU,5536,Mainline Storage,UNION,Mainline
2022-02-03T00:00:00Z,06:21,Thursday,FINCH STATION,PUSTS,19,22,N,YU,6051,Signals - Train Stops,FINCH,Signals
2022-02-03T00:00:00Z,06:30,Thursday,VAUGHAN MC STATION,TUO,5,10,S,YU,5856,Transportation Department - Other,VAUGHAN,Transportation
2022-02-03T00:00:00Z,09:57,Thursday,KEELE STATION,PUTIS,0,0,E,BD,5011,Ice / Snow Related Problems,KEELE,Ice
2022-02-03T00:00:00Z,10:34,Thursday,KENNEDY BD STATION,MUIS,0,0,NA,BD,0,Injured or ill Customer (In Station) - Transported,KENNEDY,Injured
2022-02-03T00:00:00Z,10:49,Thursday,VAUGHAN MC STATION,MUATC,3,6,N,YU,5421,ATC Project,VAUGHAN,ATC
2022-02-03T00:00:00Z,10:54,Thursday,BLOOR STATION,MUIS,0,0,NA,YU,0,Injured or ill Customer (In Station) - Transported,BLOOR,Injured
2022-02-03T00:00:00Z,11:08,Thursday,FINCH STATION,TUNIP,5,8,S,YU,5521,Operator Not In Position,FINCH,Operator Not
2022-02-03T00:00:00Z,11:13,Thursday,WOODBINE STATION,EUSC,0,0,W,BD,5218,Speed Control Equipment,WOODBINE,Speed
2022-02-03T00:00:00Z,11:49,Thursday,FINCH STATION,TUNOA,3,6,S,YU,5000,No Operator Immediately Available,FINCH,No Operator
2022-02-03T00:00:00Z,12:00,Thursday,SPADINA BD STATION,MUIE,0,0,NA,BD,0,Injured Employee,SPADINA,Injured
2022-02-03T00:00:00Z,12:26,Thursday,WILSON STATION,MUIS,0,0,NA,YU,0,Injured or ill Customer (In Station) - Transported,WILSON,Injured
2022-02-03T00:00:00Z,14:09,Thursday,ST ANDREW STATION,SUUT,0,0,S,YU,0,Unauthorized at Track Level,ST ANDREW,Unauthorized
2022-02-03T00:00:00Z,14:23,Thursday,YONGE UNIVERSITY LINE,TUNOA,3,6,B,YU,0,No Operator Immediately Available,YONGE,No Operator
2022-02-03T00:00:00Z,14:48,Thursday,COXWELL STATION,TUSC,0,0,W,BD,5291,Operator Overspeeding,COXWELL,Operator Overspeeding
2022-02-03T00:00:00Z,14:56,Thursday,KIPLING STATION,PUSIS,3,7,E,BD,5289,Signals Track Weather Related,KIPLING,Signals
2022-02-03T00:00:00Z,15:13,Thursday,EGLINTON STATION,SUUT,0,0,N,YU,5706,Unauthorized at Track Level,EGLINTON,Unauthorized
2022-02-03T00:00:00Z,15:37,Thursday,KING STATION,MUDD,3,6,S,YU,5421,Door Problems - Debris Related,KING,Door
2022-02-03T00:00:00Z,16:25,Thursday,SHEPPARD WEST STATION,MUIR,5,8,S,YU,6041,Injured or ill Customer (On Train) - Medical Aid Refused,SHEPPARD,Injured
2022-02-03T00:00:00Z,17:30,Thursday,ROYAL YORK STATION,MUIR,4,8,E,BD,5270,Injured or ill Customer (On Train) - Medical Aid Refused,ROYAL,Injured
2022-02-03T00:00:00Z,17:55,Thursday,DUNDAS STATION,MUNCA,0,0,N,YU,0,NA,DUNDAS,NA
2022-02-03T00:00:00Z,17:58,Thursday,YORK UNIVERSITY STATIO,MUDD,3,6,S,YU,5596,Door Problems - Debris Related,YORK,Door
2022-02-03T00:00:00Z,18:54,Thursday,SPADINA YUS STATION,MUPAA,0,0,N,YU,5466,Passenger Assistance Alarm Activated - No Trouble Found,SPADINA,Passenger
2022-02-03T00:00:00Z,19:03,Thursday,WARDEN STATION,MUIS,6,10,W,BD,5036,Injured or ill Customer (In Station) - Transported,WARDEN,Injured
2022-02-03T00:00:00Z,19:26,Thursday,ST CLAIR STATION,MUPAA,0,0,S,YU,5686,Passenger Assistance Alarm Activated - No Trouble Found,ST CLAIR,Passenger
2022-02-03T00:00:00Z,19:26,Thursday,DUNDAS STATION,MUIS,0,0,NA,YU,0,Injured or ill Customer (In Station) - Transported,DUNDAS,Injured
2022-02-03T00:00:00Z,19:31,Thursday,ROSEDALE STATION,MUPAA,0,0,N,YU,5836,Passenger Assistance Alarm Activated - No Trouble Found,ROSEDALE,Passenger
2022-02-03T00:00:00Z,19:38,Thursday,KIPLING STATION,TUMVS,5,10,W,BD,5038,Operator Violated Signal,KIPLING,Operator Violated
2022-02-03T00:00:00Z,20:53,Thursday,JANE STATION,MUIS,0,0,NA,BD,0,Injured or ill Customer (In Station) - Transported,JANE,Injured
2022-02-03T00:00:00Z,21:55,Thursday,WELLESLEY STATION,SUDP,5,10,N,YU,5601,Disorderly Patron,WELLESLEY,Disorderly
2022-02-03T00:00:00Z,22:04,Thursday,FINCH STATION,MUI,3,6,N,YU,5441,Injured or ill Customer (On Train) - Transported,FINCH,Injured
2022-02-03T00:00:00Z,23:03,Thursday,UNION STATION,TUO,5,8,N,YU,5626,Transportation Department - Other,UNION,Transportation
2022-02-03T00:00:00Z,23:08,Thursday,BLOOR STATION,SUDP,7,12,S,YU,5961,Disorderly Patron,BLOOR,Disorderly
